CustomerID,Gender,InvoiceNumber,InvoiceDate,ProductID,Quantity,Price,Total,OrderStatus,Country,TrafficSource,SessionDuration,DeviceCategory,Device,OS,DeliveryRating,ProductRating,Sales
5462,Male,93384754,2019-07-15,84,2,32.88,65.76,Completed,Netherlands,"Organic Search",2.23,Computer,Laptop,Windows,3,4,65.76
2913,Male,47457036,2019-07-15,89,2,37.61,75.22,Completed,Nigeria,"Organic Search",6.78,Mobile,Tablet,Android,5,3,75.22
8393,Male,90888815,2019-07-16,8,1,67.18,67.18,Completed,Germany,"Paid Advertisment",4.66,Mobile,Tablet,Android,5,3,67.18
7569,Male,29778870,2019-07-16,71,3,57.53,172.59,Completed,"United States","Social Media",2.29,Computer,Laptop,Windows,5,5,172.59
9189,Male,87054572,2019-07-16,90,2,21.51,43.02,Completed,France,"Social Media",9.57,Computer,Laptop,Windows,4,3,43.02
4370,Male,28746523,2019-07-17,39,1,41.61,41.61,Completed,"United Kingdom","Organic Search",5.05,Computer,Desktop,Windows,3,3,41.61
6826,Male,65210763,2019-07-17,32,1,91.37,91.37,Completed,"United Kingdom","Organic Search",7.46,Computer,Laptop,Linux,4,5,91.37
3869,Female,49794888,2019-07-17,31,2,43.50,87.00,Completed,India,"Organic Search",1.52,Computer,Desktop,Windows,5,4,87.00
9901,Male,73403794,2019-07-17,18,1,1.97,1.97,Completed,Japan,"Social Media",6.89,Computer,Desktop,Windows,5,5,1.97
5791,Male,63424332,2019-07-18,54,3,90.78,272.34,"In Process",Canada,"Social Media",8.43,Computer,Desktop,Windows,4,5,0.00
7777,Male,94884618,2019-07-18,35,2,78.78,157.56,Cancelled,"South Korea","Paid Advertisment",3.80,Computer,Desktop,Windows,5,2,0.00
8785,Male,95845216,2019-07-19,94,2,17.63,35.26,Completed,Turkey,"Paid Advertisment",9.50,Computer,Desktop,Windows,5,5,35.26
6993,Male,75006132,2019-07-19,49,3,99.72,299.16,Cancelled,India,"Social Media",9.68,Computer,Desktop,Windows,5,3,0.00
3557,Female,69784585,2019-07-20,14,3,89.76,269.28,Cancelled,China,"Social Media",8.36,Computer,Laptop,Windows,2,3,0.00
5587,Male,75268179,2019-07-20,44,3,52.78,158.34,"In Process","United States","Social Media",4.09,Mobile,"Smart Phone",Android,5,5,0.00
8784,Female,82746330,2019-07-21,59,1,79.57,79.57,"In Process",Mexico,"Social Media",1.19,Computer,Laptop,Windows,3,4,0.00
4106,Female,86488294,2019-07-21,47,2,64.64,129.28,Completed,Egypt,"Organic Search",9.18,Computer,Laptop,Windows,4,3,129.28
5385,Male,62592861,2019-07-21,95,2,50.48,100.96,Completed,India,"Social Media",0.17,Computer,Laptop,Windows,3,5,100.96
2167,Female,74858807,2019-07-22,39,1,41.61,41.61,Completed,"United Kingdom","Social Media",4.35,Computer,Desktop,Windows,3,5,41.61
1796,Male,51210147,2019-07-22,59,2,79.57,159.14,Completed,"United States","Paid Advertisment",6.82,Computer,Laptop,Windows,5,5,159.14
4055,Female,94422375,2019-07-22,51,1,50.59,50.59,Completed,Philippines,"Organic Search",6.66,Computer,Laptop,Windows,5,5,50.59
6418,Female,67589855,2019-07-23,51,3,50.59,151.77,Rejected,Australia,"Paid Advertisment",3.99,Mobile,"Smart Phone",Android,5,4,0.00
5217,Male,98119699,2019-07-23,19,3,13.20,39.60,Rejected,Spain,"Social Media",1.37,Computer,Desktop,Windows,3,2,0.00
5191,Female,34660191,2019-07-24,63,3,57.12,171.36,Completed,Mexico,"Organic Search",9.35,Computer,Laptop,Windows,5,5,171.36
6440,Female,60009863,2019-07-24,60,3,91.28,273.84,Completed,Italy,"Social Media",9.84,Mobile,"Smart Phone",Android,3,5,273.84
1438,Male,24568233,2019-07-24,16,1,39.33,39.33,Completed,"United States","Paid Advertisment",6.80,Computer,Desktop,Windows,5,5,39.33
6360,Male,89492423,2019-07-24,21,3,98.91,296.73,Cancelled,China,"Organic Search",7.89,Mobile,Tablet,Windows,5,5,0.00
4253,Female,21094922,2019-07-25,5,2,11.97,23.94,"In Process",Spain,"Organic Search",7.33,Mobile,"Smart Phone",Android,5,4,0.00
2496,Male,49767794,2019-07-26,66,3,56.01,168.03,Completed,Taiwan,"Organic Search",6.26,Computer,Desktop,Windows,3,4,168.03
2249,Female,91413969,2019-07-26,55,2,73.53,147.06,Rejected,"South Korea","Organic Search",0.05,Computer,Desktop,Mac,5,5,0.00
9317,Female,59124791,2019-07-26,79,3,33.28,99.84,Completed,Germany,"Paid Advertisment",8.56,Mobile,Tablet,Windows,2,5,99.84
1240,Male,44016205,2019-07-26,28,1,5.32,5.32,Cancelled,Spain,"Organic Search",9.04,Computer,Laptop,Windows,5,3,0.00
3165,Female,79641455,2019-07-27,19,1,13.20,13.20,Completed,Mexico,"Organic Search",5.22,Computer,Laptop,Windows,4,5,13.20
9120,Male,41768778,2019-07-28,39,3,41.61,124.83,"In Process",Mexico,"Paid Advertisment",2.09,Computer,Laptop,Windows,5,1,0.00
4324,Female,56987814,2019-07-28,26,2,34.43,68.86,Completed,Brazil,"Paid Advertisment",6.86,Computer,Laptop,Linux,4,4,68.86
7589,Male,16202508,2019-07-29,81,1,52.96,52.96,Completed,Mexico,"Organic Search",9.74,Computer,Desktop,Windows,4,5,52.96
8584,Male,15074824,2019-07-30,38,1,26.03,26.03,"In Process",Belgium,"Organic Search",0.88,Mobile,"Smart Phone",iOS,5,5,0.00
7858,Male,25647033,2019-07-30,84,1,32.88,32.88,"In Process",India,"Organic Search",2.10,Mobile,Tablet,Windows,4,3,0.00
2505,Male,25933990,2019-07-31,18,2,1.97,3.94,Completed,Germany,"Organic Search",3.65,Computer,Laptop,Windows,5,5,3.94
9956,Male,88687629,2019-07-31,96,2,36.96,73.92,Completed,Taiwan,"Organic Search",9.75,Computer,Laptop,Windows,2,4,73.92
6309,Female,83233856,2019-08-01,1,1,81.91,81.91,Cancelled,"South Korea","Organic Search",0.45,Mobile,"Smart Phone",Windows,4,5,0.00
4521,Male,13218583,2019-08-01,43,1,30.66,30.66,Completed,"United States","Organic Search",0.42,Computer,Desktop,Windows,4,4,30.66
9597,Male,88064439,2019-08-02,6,3,8.07,24.21,Completed,"United States","Organic Search",4.62,Computer,Desktop,Mac,5,5,24.21
3556,Male,54491937,2019-08-02,4,3,32.43,97.29,Completed,Australia,"Organic Search",3.33,Computer,Laptop,Windows,5,4,97.29
9849,Male,16542803,2019-08-02,66,2,56.01,112.02,Completed,"United Kingdom","Organic Search",4.11,Computer,Desktop,Mac,5,5,112.02
6150,Female,68137741,2019-08-02,35,2,78.78,157.56,Completed,Italy,"Social Media",9.16,Mobile,"Smart Phone",Android,3,4,157.56
2125,Male,65848202,2019-08-02,31,2,43.50,87.00,Completed,"South Korea","Social Media",3.98,Computer,Laptop,Windows,4,5,87.00
6179,Female,66001281,2019-08-03,10,2,19.34,38.68,Cancelled,"United States","Organic Search",0.95,Computer,Laptop,Linux,5,5,0.00
7564,Female,23599406,2019-08-04,73,2,30.57,61.14,Completed,"United States","Paid Advertisment",0.05,Computer,Desktop,Windows,2,4,61.14
7271,Male,55360472,2019-08-05,71,2,57.53,115.06,Completed,Mexico,"Organic Search",9.37,Computer,Desktop,Linux,4,5,115.06
2120,Male,48745999,2019-08-05,85,2,68.31,136.62,Completed,Philippines,"Paid Advertisment",8.22,Mobile,Tablet,Android,5,5,136.62
9400,Female,45458822,2019-08-05,15,1,6.32,6.32,Completed,Japan,"Social Media",7.03,Computer,Laptop,Windows,5,5,6.32
1972,Male,32243163,2019-08-05,38,2,26.03,52.06,Completed,Canada,"Social Media",9.90,Mobile,Tablet,Android,4,4,52.06
7535,Female,76122380,2019-08-06,55,1,73.53,73.53,"In Process",China,"Social Media",1.54,Mobile,"Smart Phone",Android,5,4,0.00
4753,Male,54978391,2019-08-07,3,3,97.19,291.57,Cancelled,France,"Organic Search",4.95,Mobile,"Smart Phone",Android,5,5,0.00
4433,Male,85979980,2019-08-08,30,2,6.08,12.16,Completed,"South Korea","Organic Search",8.03,Computer,Laptop,Windows,4,5,12.16
3591,Male,15441355,2019-08-09,33,2,28.56,57.12,Cancelled,France,"Organic Search",7.62,Computer,Desktop,Linux,5,5,0.00
2115,Female,90849411,2019-08-09,50,2,50.71,101.42,Cancelled,Japan,"Paid Advertisment",7.35,Computer,Laptop,Windows,5,4,0.00
8597,Male,93711134,2019-08-10,79,1,33.28,33.28,Completed,India,"Organic Search",6.28,Computer,Desktop,Windows,3,3,33.28
1722,Female,47290421,2019-08-11,30,1,6.08,6.08,Completed,Canada,"Organic Search",3.82,Computer,Desktop,Windows,3,4,6.08
7419,Male,66228670,2019-08-11,82,2,5.82,11.64,Cancelled,Netherlands,"Social Media",1.99,Computer,Laptop,Windows,4,5,0.00
6884,Female,45606323,2019-08-11,30,1,6.08,6.08,Completed,"Saudi Arabia","Social Media",5.02,Computer,Desktop,Mac,1,4,6.08
1604,Male,72627642,2019-08-12,42,3,74.77,224.31,Completed,"United Kingdom","Organic Search",9.47,Mobile,"Smart Phone",Android,4,4,224.31
7837,Male,94407154,2019-08-13,24,2,99.58,199.16,Completed,Germany,"Social Media",9.59,Computer,Desktop,Windows,5,3,199.16
7005,Male,70019799,2019-08-14,76,1,76.67,76.67,Completed,China,"Organic Search",1.97,Mobile,Tablet,Windows,3,5,76.67
7892,Female,35094776,2019-08-14,94,3,17.63,52.89,"In Process",France,"Organic Search",0.14,Computer,Laptop,Windows,5,5,0.00
7735,Male,17324879,2019-08-14,39,1,41.61,41.61,Completed,Australia,"Paid Advertisment",4.24,Computer,Desktop,Mac,4,4,41.61
3548,Male,83550057,2019-08-14,68,2,32.68,65.36,Completed,Thailand,"Paid Advertisment",7.79,Computer,Desktop,Windows,2,4,65.36
3589,Male,72476629,2019-08-15,100,2,98.59,197.18,"In Process",Netherlands,"Organic Search",3.50,Computer,Desktop,Mac,3,4,0.00
1789,Female,98708438,2019-08-16,3,2,97.19,194.38,"In Process",Russia,"Paid Advertisment",4.71,Computer,Desktop,Windows,5,5,0.00
2948,Male,79190313,2019-08-16,18,1,1.97,1.97,Completed,"South Korea","Organic Search",3.66,Computer,Laptop,Linux,4,5,1.97
9254,Female,17725092,2019-08-16,62,1,81.46,81.46,Cancelled,Russia,"Organic Search",0.70,Mobile,Tablet,iOS,5,5,0.00
3415,Male,87912178,2019-08-17,30,3,6.08,18.24,Completed,Nigeria,"Organic Search",9.73,Computer,Desktop,Windows,4,4,18.24
3526,Male,90435674,2019-08-18,49,2,99.72,199.44,Cancelled,Turkey,"Organic Search",6.94,Computer,Laptop,Windows,5,5,0.00
2525,Female,62574401,2019-08-18,54,3,90.78,272.34,Rejected,Russia,"Organic Search",0.74,Mobile,"Smart Phone",Android,4,5,0.00
4420,Female,60601801,2019-08-19,70,2,63.88,127.76,Completed,Russia,"Organic Search",6.59,Computer,Desktop,Mac,5,4,127.76
1613,Male,57244772,2019-08-19,25,2,11.29,22.58,Completed,China,"Social Media",7.86,Computer,Desktop,Windows,5,3,22.58
6423,Male,50462815,2019-08-20,59,3,79.57,238.71,Completed,Russia,"Social Media",6.12,Mobile,"Smart Phone",Android,5,5,238.71
1651,Male,80964690,2019-08-21,96,2,36.96,73.92,Completed,France,"Paid Advertisment",5.80,Computer,Desktop,Windows,5,5,73.92
5968,Male,79111140,2019-08-21,55,2,73.53,147.06,Completed,Germany,"Paid Advertisment",1.80,Computer,Laptop,Windows,5,5,147.06
2939,Male,16487788,2019-08-22,8,3,67.18,201.54,Completed,"United Kingdom","Social Media",3.08,Mobile,Tablet,Windows,5,3,201.54
7736,Male,26392373,2019-08-23,98,3,85.04,255.12,Completed,France,"Organic Search",9.56,Computer,Laptop,Windows,5,3,255.12
7532,Male,71191464,2019-08-23,72,2,3.55,7.10,Completed,Switzerland,"Social Media",4.66,Computer,Desktop,Mac,4,4,7.10
4003,Male,23431277,2019-08-23,63,3,57.12,171.36,"In Process","United States","Social Media",7.22,Mobile,"Smart Phone",Android,5,3,0.00
5225,Male,67660954,2019-08-23,18,1,1.97,1.97,Completed,Japan,"Paid Advertisment",7.08,Computer,Laptop,Windows,3,3,1.97
5791,Male,65062355,2019-08-24,61,2,70.34,140.68,Completed,China,"Paid Advertisment",9.65,Mobile,Tablet,Windows,4,4,140.68
6196,Female,62244572,2019-08-25,36,1,48.16,48.16,Completed,"United States","Organic Search",2.83,Mobile,Tablet,iOS,5,5,48.16
7901,Male,87684546,2019-08-25,9,3,73.83,221.49,Completed,India,"Social Media",2.24,Mobile,"Smart Phone",Windows,5,5,221.49
7101,Male,56050418,2019-08-26,47,1,64.64,64.64,Completed,"South Korea","Organic Search",3.27,Mobile,"Smart Phone",Android,5,5,64.64
5540,Male,87924093,2019-08-27,81,3,52.96,158.88,Completed,Belgium,"Organic Search",0.08,Computer,Desktop,Windows,4,5,158.88
6869,Male,80164879,2019-08-27,83,3,1.22,3.66,Cancelled,Italy,"Organic Search",7.35,Mobile,"Smart Phone",Android,4,3,0.00
1285,Male,36395355,2019-08-28,78,2,19.66,39.32,Cancelled,"United States","Paid Advertisment",1.60,Computer,Laptop,Windows,4,5,0.00
1963,Female,91442453,2019-08-28,19,2,13.20,26.40,Completed,India,"Social Media",4.56,Computer,Desktop,Mac,4,4,26.40
6325,Male,89257238,2019-08-29,50,3,50.71,152.13,Completed,Germany,"Paid Advertisment",6.91,Computer,Laptop,Windows,4,4,152.13
5774,Male,73762696,2019-08-29,49,1,99.72,99.72,Completed,Poland,"Social Media",3.09,Mobile,Tablet,Windows,3,5,99.72
2233,Female,81327450,2019-08-30,89,2,37.61,75.22,"In Process",Switzerland,"Paid Advertisment",6.55,Computer,Laptop,Linux,5,1,0.00
2944,Male,37523955,2019-08-30,97,1,56.74,56.74,Completed,Thailand,"Organic Search",9.85,Computer,Laptop,Windows,5,4,56.74
3666,Female,62910589,2019-08-31,10,2,19.34,38.68,"In Process",Brazil,"Organic Search",8.72,Mobile,"Smart Phone",Android,4,5,0.00
9601,Male,84912950,2019-08-31,2,2,33.11,66.22,Completed,"United States","Organic Search",6.87,Computer,Laptop,Windows,5,5,66.22
2071,Male,89544546,2019-09-01,57,3,13.08,39.24,Completed,Indonesia,"Paid Advertisment",5.66,Computer,Desktop,Mac,5,5,39.24
2146,Female,86903319,2019-09-02,100,1,98.59,98.59,Completed,China,"Social Media",2.46,Computer,Laptop,Windows,5,4,98.59
4010,Female,97098550,2019-09-02,65,2,38.95,77.90,Completed,"Saudi Arabia","Organic Search",9.97,Computer,Desktop,Mac,4,5,77.90
4717,Male,40237286,2019-09-03,23,1,95.72,95.72,Completed,"United States","Organic Search",0.60,Computer,Laptop,Windows,5,5,95.72
1597,Male,32416646,2019-09-04,57,3,13.08,39.24,Completed,France,"Organic Search",1.15,Computer,Laptop,Windows,5,3,39.24
2332,Female,97986351,2019-09-04,59,1,79.57,79.57,Cancelled,Taiwan,"Social Media",1.51,Computer,Desktop,Windows,4,5,0.00
5415,Female,34528717,2019-09-04,88,3,40.95,122.85,Rejected,Spain,"Organic Search",9.09,Mobile,"Smart Phone",Android,5,3,0.00
3060,Male,73601911,2019-09-05,59,2,79.57,159.14,Completed,"Saudi Arabia","Organic Search",1.91,Computer,Laptop,Windows,4,4,159.14
8028,Male,17584932,2019-09-05,72,1,3.55,3.55,Completed,"United States","Organic Search",3.95,Computer,Laptop,Windows,3,4,3.55
8244,Female,44795568,2019-09-05,20,3,81.89,245.67,Cancelled,China,"Organic Search",8.36,Computer,Laptop,Windows,3,4,0.00
6587,Male,36397138,2019-09-06,58,3,74.55,223.65,Rejected,Germany,"Organic Search",4.62,Computer,Desktop,Windows,5,3,0.00
9019,Male,36379438,2019-09-07,70,1,63.88,63.88,Completed,"South Korea","Organic Search",6.83,Mobile,Tablet,Android,3,2,63.88
5616,Female,98036229,2019-09-07,21,1,98.91,98.91,Completed,Netherlands,"Organic Search",4.84,Computer,Laptop,Windows,4,5,98.91
2708,Female,31022694,2019-09-08,82,2,5.82,11.64,Cancelled,"Saudi Arabia","Organic Search",6.47,Computer,Desktop,Linux,4,5,0.00
6178,Male,73062480,2019-09-08,8,2,67.18,134.36,Cancelled,"South Korea","Paid Advertisment",8.46,Computer,Desktop,Windows,5,4,0.00
7398,Male,53549331,2019-09-09,18,3,1.97,5.91,Completed,Russia,"Social Media",4.42,Mobile,"Smart Phone",Android,4,3,5.91
9383,Male,83449909,2019-09-09,70,2,63.88,127.76,"In Process",India,"Social Media",8.21,Mobile,Tablet,Android,4,3,0.00
3144,Male,77246104,2019-09-10,8,1,67.18,67.18,Completed,Brazil,"Organic Search",6.16,Mobile,"Smart Phone",Android,4,5,67.18
6126,Male,80680067,2019-09-11,92,2,58.50,117.00,"In Process","United Kingdom","Organic Search",1.25,Computer,Desktop,Windows,3,5,0.00
5637,Male,96721649,2019-09-12,21,3,98.91,296.73,Cancelled,Japan,"Organic Search",6.37,Mobile,"Smart Phone",Android,5,4,0.00
8445,Female,88779015,2019-09-13,92,2,58.50,117.00,"In Process",Canada,"Organic Search",4.06,Computer,Desktop,Windows,1,5,0.00
9085,Female,23859131,2019-09-13,85,2,68.31,136.62,Completed,"United States","Organic Search",8.94,Mobile,"Smart Phone",Android,3,5,136.62
4716,Male,45179100,2019-09-14,42,2,74.77,149.54,"In Process","South Korea","Paid Advertisment",9.24,Computer,Desktop,Windows,5,5,0.00
8067,Male,53491333,2019-09-14,68,3,32.68,98.04,Cancelled,Germany,"Organic Search",8.36,Computer,Desktop,Windows,3,5,0.00
6088,Male,88067064,2019-09-14,49,2,99.72,199.44,Completed,Taiwan,"Social Media",0.78,Computer,Desktop,Windows,4,5,199.44
1268,Female,29865252,2019-09-15,52,3,20.15,60.45,"In Process",Russia,"Paid Advertisment",6.80,Computer,Desktop,Windows,4,5,0.00
7933,Male,31381629,2019-09-15,54,3,90.78,272.34,Completed,"United Kingdom","Social Media",8.13,Computer,Laptop,Linux,4,5,272.34
3990,Female,62224306,2019-09-16,20,1,81.89,81.89,Completed,"United States","Organic Search",9.86,Mobile,"Smart Phone",Android,5,4,81.89
1948,Female,77443181,2019-09-17,69,3,96.47,289.41,"In Process",India,"Organic Search",0.12,Computer,Laptop,Linux,4,5,0.00
7344,Male,57643004,2019-09-17,2,1,33.11,33.11,"In Process",Poland,"Social Media",9.64,Computer,Laptop,Windows,2,5,0.00
8614,Male,85862594,2019-09-18,47,2,64.64,129.28,Completed,China,"Organic Search",7.58,Computer,Desktop,Windows,4,4,129.28
8491,Male,66382291,2019-09-18,88,1,40.95,40.95,"In Process","United Kingdom","Organic Search",6.16,Computer,Laptop,Linux,3,5,0.00
3063,Female,44513447,2019-09-19,45,3,3.67,11.01,Completed,Mexico,"Social Media",0.19,Computer,Desktop,Windows,2,5,11.01
1298,Female,59140572,2019-09-19,48,3,31.26,93.78,Cancelled,France,"Paid Advertisment",1.68,Computer,Desktop,Windows,4,4,0.00
8974,Male,91767654,2019-09-20,42,3,74.77,224.31,Completed,Netherlands,"Social Media",7.46,Computer,Desktop,Linux,4,5,224.31
8563,Male,40220386,2019-09-20,41,3,32.33,96.99,Rejected,"United States","Organic Search",0.30,Computer,Laptop,Windows,5,4,0.00
5963,Male,62440654,2019-09-21,34,3,48.24,144.72,Completed,"United States","Organic Search",2.56,Computer,Desktop,Windows,4,5,144.72
4382,Female,52443727,2019-09-22,6,2,8.07,16.14,Cancelled,Japan,"Social Media",8.09,Computer,Desktop,Windows,5,3,0.00
3277,Female,18561094,2019-09-22,74,2,33.51,67.02,Completed,Belgium,"Social Media",8.18,Computer,Laptop,Windows,4,4,67.02
1742,Female,56246775,2019-09-22,91,2,67.48,134.96,"In Process",Germany,"Paid Advertisment",5.89,Computer,Laptop,Windows,3,5,0.00
9774,Male,12878855,2019-09-23,27,2,72.93,145.86,Completed,Mexico,"Paid Advertisment",2.25,Computer,Laptop,Windows,2,5,145.86
9984,Male,79270658,2019-09-23,14,3,89.76,269.28,"In Process",Japan,"Organic Search",9.30,Computer,Desktop,Windows,4,4,0.00
6250,Male,28305194,2019-09-23,30,1,6.08,6.08,"In Process",India,"Organic Search",9.93,Mobile,"Smart Phone",Android,5,4,0.00
4337,Male,90342293,2019-09-24,9,1,73.83,73.83,Completed,Italy,"Organic Search",0.94,Computer,Laptop,Windows,4,3,73.83
3812,Female,12368870,2019-09-24,32,1,91.37,91.37,Completed,Japan,"Organic Search",9.67,Mobile,"Smart Phone",Android,5,4,91.37
6886,Female,71328775,2019-09-25,43,3,30.66,91.98,Completed,Turkey,"Organic Search",9.56,Computer,Desktop,Windows,4,4,91.98
3892,Male,70480411,2019-09-26,50,1,50.71,50.71,Completed,Indonesia,"Organic Search",4.29,Computer,Desktop,Windows,4,5,50.71
6385,Male,96423136,2019-09-26,10,2,19.34,38.68,Completed,India,"Paid Advertisment",9.98,Computer,Laptop,Windows,5,5,38.68
2106,Male,31459950,2019-09-27,69,3,96.47,289.41,Rejected,France,"Social Media",8.74,Computer,Laptop,Windows,4,5,0.00
4426,Female,24183250,2019-09-28,83,1,1.22,1.22,Completed,Egypt,"Social Media",8.29,Computer,Desktop,Windows,4,4,1.22
3872,Male,37523494,2019-09-28,32,1,91.37,91.37,"In Process",Netherlands,"Organic Search",8.35,Computer,Desktop,Windows,3,4,0.00
5289,Male,41928922,2019-09-29,82,3,5.82,17.46,Completed,Netherlands,"Organic Search",5.28,Mobile,"Smart Phone",Android,5,4,17.46
8633,Female,35846956,2019-09-29,43,1,30.66,30.66,Completed,France,"Organic Search",0.79,Mobile,Tablet,Android,5,4,30.66
1979,Male,72147921,2019-09-29,22,3,41.48,124.44,Completed,Argentina,"Organic Search",0.17,Mobile,Tablet,Android,5,5,124.44
3598,Female,12027949,2019-09-30,65,3,38.95,116.85,Completed,"South Korea","Paid Advertisment",1.86,Computer,Desktop,Linux,3,4,116.85
1138,Male,46534174,2019-09-30,93,2,67.46,134.92,"In Process","United Kingdom","Social Media",6.84,Computer,Desktop,Windows,4,5,0.00
4417,Male,35960707,2019-10-01,32,3,91.37,274.11,"In Process","Saudi Arabia","Organic Search",9.34,Mobile,"Smart Phone",Windows,2,4,0.00
5895,Male,96727796,2019-10-01,69,3,96.47,289.41,Completed,Spain,"Organic Search",4.94,Computer,Desktop,Windows,3,4,289.41
3723,Female,87280445,2019-10-02,92,1,58.50,58.50,Cancelled,China,"Social Media",0.72,Computer,Desktop,Windows,3,5,0.00
1786,Male,89638864,2019-10-02,79,1,33.28,33.28,Cancelled,Turkey,"Organic Search",6.33,Computer,Laptop,Linux,5,5,0.00
5830,Female,83505716,2019-10-03,31,1,43.50,43.50,Completed,"South Korea","Social Media",1.53,Mobile,"Smart Phone",Windows,5,5,43.50
3705,Male,72680298,2019-10-03,26,3,34.43,103.29,"In Process",India,"Organic Search",6.79,Computer,Desktop,Linux,4,4,0.00
5400,Male,14908590,2019-10-04,17,3,18.86,56.58,Cancelled,"United Kingdom","Organic Search",9.23,Computer,Desktop,Windows,2,5,0.00
3002,Female,11999495,2019-10-05,76,3,76.67,230.01,Cancelled,"United Kingdom","Social Media",9.03,Computer,Laptop,Windows,2,5,0.00
6998,Male,38889923,2019-10-05,12,1,86.11,86.11,Cancelled,Canada,"Paid Advertisment",4.02,Mobile,"Smart Phone",Windows,5,5,0.00
8000,Female,15580094,2019-10-06,55,2,73.53,147.06,"In Process",Turkey,"Social Media",3.98,Computer,Laptop,Windows,5,5,0.00
1396,Female,48980351,2019-10-06,99,1,36.83,36.83,Completed,"United States","Organic Search",4.53,Computer,Laptop,Windows,3,4,36.83
6332,Male,91682453,2019-10-07,62,3,81.46,244.38,Completed,"South Korea","Social Media",9.21,Mobile,"Smart Phone",Windows,5,5,244.38
5220,Male,66256700,2019-10-07,11,1,4.31,4.31,Cancelled,Canada,"Social Media",0.59,Computer,Laptop,Windows,4,3,0.00
5429,Female,18438891,2019-10-08,70,3,63.88,191.64,"In Process",Canada,"Organic Search",9.66,Mobile,"Smart Phone",Windows,3,3,0.00
7170,Male,18201552,2019-10-09,49,2,99.72,199.44,Completed,"United Kingdom","Social Media",2.24,Mobile,"Smart Phone",Windows,5,5,199.44
2038,Male,36430932,2019-10-10,98,2,85.04,170.08,Completed,Italy,"Social Media",1.12,Mobile,Tablet,Windows,5,3,170.08
7505,Male,95423474,2019-10-10,99,2,36.83,73.66,Cancelled,Netherlands,"Organic Search",7.42,Computer,Laptop,Linux,4,4,0.00
1846,Female,17462899,2019-10-10,68,2,32.68,65.36,Completed,"United States","Social Media",0.06,Computer,Laptop,Windows,4,5,65.36
9222,Male,47272527,2019-10-11,79,3,33.28,99.84,Cancelled,Switzerland,"Organic Search",0.97,Mobile,"Smart Phone",Android,5,3,0.00
9099,Male,98897874,2019-10-11,53,2,7.51,15.02,Completed,Italy,"Organic Search",7.90,Computer,Desktop,Mac,5,5,15.02
8348,Male,85838620,2019-10-11,48,1,31.26,31.26,Completed,France,"Social Media",4.71,Computer,Desktop,Windows,4,5,31.26
7675,Female,69640684,2019-10-12,10,2,19.34,38.68,"In Process",China,"Organic Search",5.72,Computer,Desktop,Windows,5,4,0.00
5848,Male,23130509,2019-10-12,33,3,28.56,85.68,Rejected,Turkey,"Social Media",4.59,Computer,Desktop,Windows,5,2,0.00
8962,Male,68803778,2019-10-13,20,2,81.89,163.78,"In Process",Spain,"Organic Search",3.85,Computer,Laptop,Linux,2,3,0.00
2979,Male,29277128,2019-10-13,38,1,26.03,26.03,Completed,Italy,"Paid Advertisment",2.29,Mobile,"Smart Phone",Android,3,5,26.03
5779,Male,13654108,2019-10-14,62,1,81.46,81.46,Cancelled,Japan,"Organic Search",4.98,Mobile,Tablet,Windows,3,5,0.00
3011,Male,55129277,2019-10-15,100,3,98.59,295.77,Completed,Thailand,"Paid Advertisment",7.30,Mobile,"Smart Phone",Android,4,4,295.77
9863,Male,79720689,2019-10-15,75,2,32.34,64.68,Completed,Russia,"Social Media",5.25,Mobile,"Smart Phone",Android,5,3,64.68
1750,Male,64559366,2019-10-16,67,3,17.22,51.66,Completed,Japan,"Organic Search",2.06,Computer,Desktop,Windows,5,5,51.66
2693,Female,19287453,2019-10-16,86,3,93.47,280.41,"In Process","Saudi Arabia","Social Media",5.80,Computer,Desktop,Mac,5,5,0.00
7055,Female,98581685,2019-10-17,33,2,28.56,57.12,Completed,Taiwan,"Organic Search",9.21,Computer,Desktop,Windows,4,4,57.12
7490,Female,78108122,2019-10-17,81,2,52.96,105.92,Completed,"United Kingdom","Organic Search",9.53,Computer,Laptop,Windows,4,4,105.92
8054,Female,85081229,2019-10-18,34,2,48.24,96.48,Completed,"South Korea","Organic Search",2.32,Computer,Laptop,Windows,3,4,96.48
5690,Male,76439713,2019-10-19,26,1,34.43,34.43,Completed,India,"Organic Search",8.08,Computer,Laptop,Windows,5,5,34.43
5344,Male,30268234,2019-10-20,79,1,33.28,33.28,Completed,"United Kingdom","Organic Search",0.60,Computer,Desktop,Windows,5,5,33.28
4292,Male,21621583,2019-10-20,16,1,39.33,39.33,Completed,Turkey,"Organic Search",1.34,Computer,Desktop,Mac,3,5,39.33
6335,Female,15801408,2019-10-21,51,1,50.59,50.59,Completed,Japan,"Organic Search",0.96,Mobile,Tablet,Android,5,5,50.59
3339,Male,49362367,2019-10-21,41,3,32.33,96.99,Completed,"South Korea","Social Media",3.51,Computer,Laptop,Linux,3,5,96.99
9245,Female,55742715,2019-10-22,33,1,28.56,28.56,Rejected,China,"Organic Search",4.52,Computer,Desktop,Windows,5,3,0.00
5435,Male,88470080,2019-10-22,59,2,79.57,159.14,Completed,"United States","Social Media",4.20,Mobile,"Smart Phone",Android,4,3,159.14
7224,Female,57459168,2019-10-22,46,2,9.88,19.76,Completed,India,"Social Media",5.79,Mobile,Tablet,Windows,3,4,19.76
